step,loss_total,loss_pde,loss_bc
1,93.24664306640625,0.5403668880462646,1.8541254997253418
2,60.661170959472656,0.49287211894989014,1.2033660411834717
3,46.3611946105957,0.481945276260376,0.917585015296936
4,42.47916793823242,0.5299029350280762,0.8389852643013
5,29.746858596801758,0.5773255228996277,0.5833906531333923
6,28.778987884521484,0.5866546630859375,0.5638466477394104
7,23.72161865234375,0.6491316556930542,0.4614497423171997
8,18.607221603393555,0.6783661246299744,0.3585771322250366
9,13.840725898742676,0.6990004181861877,0.2628345191478729
10,11.449186325073242,0.7405312061309814,0.2141731083393097
11,8.069958686828613,0.7278591990470886,0.14684198796749115
12,6.644754886627197,0.7489744424819946,0.11791561543941498
13,4.806827545166016,0.7805396318435669,0.08052576333284378
14,5.638313293457031,0.7804430723190308,0.09715740382671356
15,5.98652982711792,0.7778497934341431,0.10417360067367554
16,5.197787761688232,0.7998448610305786,0.08795885741710663
17,4.7540154457092285,0.7969903349876404,0.07914049923419952
18,3.4372830390930176,0.8102726340293884,0.05254020541906357
19,3.489457607269287,0.8189705610275269,0.05340974032878876
20,2.9606523513793945,0.816216230392456,0.04288872331380844
21,3.328195571899414,0.8007541298866272,0.05054882913827896
22,3.2418742179870605,0.8153285384178162,0.04853091388940811
23,3.486584424972534,0.820298433303833,0.05332572013139725
24,3.110671281814575,0.8285202980041504,0.045643020421266556
25,2.526634693145752,0.821769118309021,0.03409731388092041
26,2.5664138793945312,0.836244523525238,0.034603387117385864
27,2.561645746231079,0.8284429311752319,0.034664057195186615
28,2.1653647422790527,0.8464381694793701,0.026378531008958817
29,2.0149083137512207,0.8493618965148926,0.023310929536819458
30,2.038017988204956,0.8500059247016907,0.023760240525007248
31,2.1352343559265137,0.8556702733039856,0.025591280311346054
32,1.9749946594238281,0.8368545174598694,0.022762803360819817
33,1.9818357229232788,0.8658277988433838,0.022320158779621124
34,1.842217206954956,0.856744647026062,0.019709451124072075
35,1.795161485671997,0.8630929589271545,0.01864136941730976
36,1.8281080722808838,0.8575502634048462,0.019411155954003334
37,1.7625852823257446,0.8757182955741882,0.017737340182065964
38,1.5417163372039795,0.8611961603164673,0.01361040212213993
39,1.7623627185821533,0.8720481991767883,0.017806289717555046
40,1.677046298980713,0.8776530027389526,0.01598786562681198
41,1.5777366161346436,0.8823236227035522,0.013908261433243752
42,1.593691110610962,0.8797084093093872,0.014279652386903763
43,1.5099742412567139,0.8753169775009155,0.012693144381046295
44,1.5896220207214355,0.8901182413101196,0.013990076258778572
45,1.5621204376220703,0.878287672996521,0.013676654547452927
46,1.4781498908996582,0.8844210505485535,0.011874575167894363
47,1.5320956707000732,0.8733276128768921,0.013175361789762974
48,1.457165002822876,0.8916815519332886,0.01130967028439045
49,1.3868972063064575,0.897083580493927,0.009796272963285446
50,1.3534164428710938,0.8970434665679932,0.009127458557486534
51,1.2878378629684448,0.8923619985580444,0.007909517735242844
52,1.355542540550232,0.8922134637832642,0.009266582317650318
53,1.348861575126648,0.9026069045066833,0.008925093337893486
54,1.3411197662353516,0.8870468735694885,0.009081458672881126
55,1.2534257173538208,0.9062687158584595,0.0069431401789188385
56,1.3246632814407349,0.8989472389221191,0.008514320477843285
57,1.2636638879776,0.8971090316772461,0.007331097964197397
58,1.209825038909912,0.8956754207611084,0.006282992660999298
59,1.2026984691619873,0.9063112735748291,0.0059277452528476715
60,1.2124146223068237,0.9136084318161011,0.005976123735308647
61,1.1904311180114746,0.9042559862136841,0.005723502486944199
62,1.177506685256958,0.9094876050949097,0.005360382609069347
63,1.1444356441497803,0.9113154411315918,0.004662404768168926
64,1.1594688892364502,0.8995832800865173,0.005197713151574135
65,1.133246898651123,0.9115291833877563,0.0044343555346131325
66,1.0983830690383911,0.908284604549408,0.003801969578489661
67,1.1208598613739014,0.9194960594177246,0.004027275368571281
68,1.1264474391937256,0.9113578200340271,0.004301792476326227
69,1.1214512586593628,0.9073016047477722,0.004282992333173752
70,1.127400279045105,0.9154118895530701,0.004239768721163273
71,1.1249885559082031,0.9242985844612122,0.004013798665255308
72,1.093077301979065,0.9116242527961731,0.003629060462117195
73,1.0844085216522217,0.9087504148483276,0.00351316318847239
74,1.1151338815689087,0.9252562522888184,0.0037975534796714783
75,1.0920836925506592,0.9020444750785828,0.003800785169005394
76,1.1112245321273804,0.923660933971405,0.003751272102817893
77,1.1202515363693237,0.9221095442771912,0.003962839487940073
78,1.1083452701568604,0.9075751900672913,0.004015402868390083
79,1.088815689086914,0.91923987865448,0.003391515463590622
80,1.0712761878967285,0.9084203243255615,0.003257117001339793
81,1.0971256494522095,0.9202021360397339,0.003538471180945635
82,1.1400578022003174,0.9202894568443298,0.00439536664634943
83,1.1230751276016235,0.9187039136886597,0.004087424371391535
84,1.0755629539489746,0.925531268119812,0.003000633092597127
85,1.0623449087142944,0.9219322204589844,0.002808254212141037
86,1.0731446743011475,0.9141042232513428,0.003180809784680605
87,1.0511611700057983,0.9139281511306763,0.0027446600142866373
88,1.0391517877578735,0.9265720248222351,0.002251595724374056
89,1.1551780700683594,0.9202409982681274,0.004698740318417549
90,1.1609928607940674,0.9325070381164551,0.004569717682898045
91,1.0853478908538818,0.92239910364151,0.0032589747570455074
92,1.0739519596099854,0.9224567413330078,0.003029904793947935
93,1.047550916671753,0.9194872379302979,0.0025612739846110344
94,1.0832644701004028,0.9117522239685059,0.0034302454441785812
95,1.1061960458755493,0.9258168339729309,0.003607583697885275
96,1.0626193284988403,0.9357314109802246,0.0025377576239407063
97,1.0384140014648438,0.935287356376648,0.002062531653791666
98,1.0735466480255127,0.9303184747695923,0.002864563139155507
99,1.0767614841461182,0.9223629832267761,0.003087969496846199
100,1.0849034786224365,0.9301600456237793,0.003094868967309594
101,1.0565838813781738,0.9305900931358337,0.0025198757648468018
102,1.0525550842285156,0.9310871362686157,0.0024293577298521996
103,1.050606608390808,0.9169395565986633,0.0026733404956758022
104,1.0291461944580078,0.9198753237724304,0.002185417804867029
105,1.0232821702957153,0.9300549030303955,0.001864546095021069
106,1.0123766660690308,0.9245823621749878,0.0017558862455189228
107,1.020633339881897,0.9215565323829651,0.0019815354607999325
108,1.0378148555755615,0.9321861267089844,0.002112574875354767
109,1.0432186126708984,0.9314161539077759,0.0022360500879585743
110,1.01450777053833,0.9318593740463257,0.0016529688145965338
111,1.022141456604004,0.9256048202514648,0.0019307327456772327
112,1.027449607849121,0.920826256275177,0.002132467459887266
113,1.0296614170074463,0.9305292367935181,0.0019826446659862995
114,1.020172119140625,0.9316944479942322,0.0017695528222247958
115,1.0126465559005737,0.9277245998382568,0.0016984386602416635
116,1.019748568534851,0.9296989440917969,0.0018009915947914124
117,1.0218346118927002,0.9272500276565552,0.0018916918197646737
118,1.0012010335922241,0.9227007627487183,0.0015700048534199595
119,1.0217465162277222,0.9342091679573059,0.00175074755679816
120,1.0323718786239624,0.9351952075958252,0.0019435323774814606
121,1.0300136804580688,0.9266687035560608,0.0020669000223279
122,1.007929801940918,0.9278466701507568,0.001601661671884358
123,1.0361552238464355,0.931739866733551,0.002088306937366724
124,1.011122465133667,0.9241805076599121,0.0017388383857905865
125,1.0366560220718384,0.9248844385147095,0.0022354323882609606
126,1.0062679052352905,0.9163821339607239,0.0017977149691432714
127,1.0213875770568848,0.936037003993988,0.0017070126486942172
128,1.0227041244506836,0.9313238859176636,0.0018276060000061989
129,0.9902082681655884,0.9289090633392334,0.0012259839568287134
130,1.0454005002975464,0.9359232187271118,0.0021895458921790123
131,1.0278297662734985,0.9291950464248657,0.0019726951140910387
132,1.0636123418807983,0.9323698282241821,0.0026248509529978037
133,1.050966501235962,0.9282136559486389,0.0024550571106374264
134,1.0351276397705078,0.9288071990013123,0.002126408042386174
135,1.0194456577301025,0.9306096434593201,0.0017767194658517838
136,1.0229220390319824,0.9239010810852051,0.001980419270694256
137,1.0193508863449097,0.9318704605102539,0.0017496084328740835
138,1.0482765436172485,0.9302473068237305,0.002360585378482938
139,1.0346406698226929,0.9393090605735779,0.0019066319800913334
140,1.0118457078933716,0.9323133230209351,0.0015906475018709898
141,1.0223768949508667,0.936795175075531,0.0017116344533860683
142,1.0263515710830688,0.9262033700942993,0.0020029640290886164
143,1.0246424674987793,0.9256181120872498,0.0019804860930889845
144,1.0161653757095337,0.925546407699585,0.0018123793415725231
145,1.0039008855819702,0.9302421808242798,0.0014731737319380045
146,0.9871839284896851,0.9309517741203308,0.001124642789363861
147,0.9999023079872131,0.9371955394744873,0.0012541356263682246
148,1.0057529211044312,0.9329009652137756,0.0014570385683327913
149,0.9866803288459778,0.9329588413238525,0.0010744293686002493
150,1.00851571559906,0.9366401433944702,0.0014375110622495413
151,1.0129621028900146,0.923647403717041,0.0017862934619188309
152,1.0034077167510986,0.9309960603713989,0.0014482319820672274
153,1.0260707139968872,0.9424251317977905,0.0016729109920561314
154,1.0007907152175903,0.9322501420974731,0.0013708107871934772
